Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,MS.Tmax,MS.Tmin,MS.prcp
2012.48,14.22,-0.91,0.91,11.15,-0.93,0.72,15.29,0.39,3.00,11.84,-0.36,3.28,17.17,1.19,4.63,13.32,-0.30,3.79,12.86,1.52,3.55,12.13,0.96,4.25,18.02,4.73,2.26,14.46,0.90,3.07
2012.49,21.22,11.53,3.45,16.07,8.67,2.83,21.52,12.17,3.63,16.59,8.77,2.30,22.78,12.84,3.63,17.16,8.58,2.77,16.14,9.53,2.55,15.54,8.18,3.13,19.17,11.49,1.29,18.80,10.41,2.78
2012.50,14.73,0.86,6.29,11.78,1.06,5.99,15.35,2.46,4.89,12.41,1.54,3.40,17.37,3.41,5.40,13.26,2.25,6.67,12.54,2.30,4.85,11.68,2.84,4.46,17.39,5.06,1.84,14.52,2.65,4.77
2012.51,16.90,4.21,5.04,12.59,2.36,5.61,17.35,5.00,6.91,13.64,3.37,7.91,18.32,4.75,6.39,14.43,3.36,6.39,14.00,3.81,5.24,13.48,3.23,7.56,18.76,6.00,2.92,15.87,4.15,5.89
2012.52,9.30,-0.18,8.37,7.39,0.60,9.76,10.06,0.94,9.20,8.79,1.17,12.75,12.50,2.57,14.26,8.83,0.90,16.16,10.50,1.96,17.53,10.44,2.28,14.23,16.38,5.17,7.51,10.92,1.99,12.23
2013.01,6.28,-3.47,5.75,5.30,-2.57,4.57,7.52,-1.56,5.90,6.62,-1.42,6.15,10.12,-0.20,6.53,8.00,-0.62,5.59,7.82,0.69,6.84,8.21,0.49,3.02,13.43,2.58,2.23,8.63,-0.47,5.14
2013.02,14.12,3.25,11.75,12.28,3.87,10.89,15.04,6.18,14.10,11.98,5.30,4.67,16.98,8.15,10.27,13.36,5.46,5.43,11.92,6.24,20.65,11.65,5.66,9.33,17.62,10.33,4.26,14.39,6.49,9.12
2013.03,7.74,-0.75,14.49,7.14,-0.13,11.39,8.96,0.66,11.31,8.92,1.69,18.92,11.96,1.89,15.24,9.03,1.72,12.97,8.54,1.90,12.76,8.90,2.77,14.15,14.98,4.88,4.66,10.15,1.86,12.73
2013.04,12.76,-0.70,0.26,9.14,-1.09,0.44,14.01,2.20,0.27,11.40,0.80,0.42,16.64,4.64,0.05,13.26,2.15,0.02,14.05,3.35,0.01,12.89,2.13,0.00,18.08,4.41,0.00,14.05,2.33,0.15
2013.05,16.06,4.05,6.88,11.96,2.60,5.37,16.15,5.30,5.20,13.06,3.80,3.70,19.04,6.71,3.44,14.02,3.76,4.11,14.40,5.26,2.84,13.56,4.20,7.11,18.68,6.33,3.92,15.68,4.88,4.48
2013.06,15.29,2.74,1.93,12.03,1.08,2.01,16.49,3.24,0.52,14.51,2.63,0.44,18.08,5.21,0.70,13.97,2.89,1.04,13.46,5.21,2.71,13.45,3.82,4.22,19.58,8.01,8.45,15.72,4.17,2.57
2013.07,13.26,2.05,4.54,9.74,1.40,4.89,12.85,3.62,8.56,12.20,3.12,10.54,14.77,4.42,17.72,10.95,2.80,18.18,11.10,3.61,17.81,10.73,3.76,24.69,17.81,7.16,3.91,13.10,3.82,12.26
2013.08,10.37,-0.26,5.34,8.50,-0.57,5.24,12.24,1.50,5.50,11.61,0.78,9.00,14.68,2.08,10.49,12.02,1.11,10.27,12.00,3.16,11.05,11.31,2.02,7.79,16.76,6.45,10.20,12.70,2.06,8.75
2013.09,10.56,0.20,2.65,8.19,0.20,2.42,11.71,0.93,3.30,9.85,1.03,1.72,11.90,1.29,2.81,10.97,0.68,1.21,11.28,1.66,2.90,10.89,1.97,5.59,16.04,5.80,15.65,11.55,1.73,4.66
2013.10,12.77,-1.08,0.87,10.29,-0.98,1.78,13.98,0.34,0.27,12.62,-0.58,0.31,16.89,1.30,0.08,13.21,-0.25,0.29,12.35,1.05,0.05,11.45,0.47,0.11,17.96,2.95,0.05,14.14,0.57,0.38
2013.11,17.05,2.46,4.67,13.87,1.63,6.73,17.93,3.83,4.22,15.36,2.68,7.77,20.66,5.30,7.82,15.88,2.27,6.39,14.28,2.86,7.58,13.61,2.84,5.07,20.28,5.83,1.58,17.18,3.60,5.80
2013.12,18.12,4.49,4.84,13.09,2.71,5.54,17.76,5.48,7.14,15.07,4.13,5.83,20.72,7.47,3.32,15.46,4.88,3.65,16.26,6.68,1.41,14.41,5.36,1.51,21.47,10.28,0.38,17.47,6.07,3.58
2013.13,13.03,0.73,4.71,10.30,0.82,3.61,13.62,2.23,5.15,11.87,1.26,5.96,17.23,2.77,2.20,13.41,0.93,3.42,13.16,1.72,0.99,12.06,1.33,1.34,18.20,3.51,0.31,14.24,1.87,2.95
2013.14,15.56,6.06,5.85,12.84,4.62,4.87,16.56,7.39,7.38,14.23,6.40,5.51,19.63,8.18,4.01,15.56,6.20,3.98,14.05,6.19,6.89,14.14,5.74,3.96,21.30,9.70,10.88,16.64,7.02,5.94
2013.15,23.47,10.79,13.81,19.26,8.37,10.66,24.22,10.90,8.17,20.57,8.51,5.13,25.53,10.61,4.94,20.41,8.38,5.05,18.13,8.57,4.57,17.31,7.50,5.82,24.10,13.20,6.34,22.00,9.90,6.78
2013.16,25.24,11.51,7.07,18.38,8.15,5.69,24.60,12.47,6.73,19.13,9.07,7.12,25.59,12.60,8.10,19.72,9.45,8.68,18.46,9.05,9.28,17.27,8.50,11.59,23.59,13.59,12.00,21.75,10.80,8.57
2013.17,20.84,5.52,3.99,16.55,4.77,2.93,21.86,7.68,2.58,17.96,6.69,3.33,24.08,9.40,3.17,17.20,5.95,1.44,16.91,6.92,4.36,16.04,5.92,4.20,23.20,12.20,2.35,19.98,7.69,2.98
2013.18,23.03,10.67,11.99,18.03,8.04,6.77,22.10,11.63,11.86,19.26,9.99,9.27,23.48,13.13,11.53,17.00,9.27,15.80,16.99,9.53,4.20,16.39,9.05,16.09,23.81,14.41,16.27,20.47,11.04,11.97
2013.19,21.55,10.51,4.80,16.68,7.89,5.07,22.44,11.28,4.05,18.24,8.71,3.65,23.52,11.43,6.54,16.64,8.02,7.14,16.53,7.79,6.87,15.86,7.25,7.46,23.50,12.94,5.51,19.95,9.86,5.72
2013.20,26.24,13.22,5.72,19.65,9.69,5.73,26.23,13.87,2.93,21.00,10.47,5.77,27.51,14.65,0.08,19.87,9.60,0.48,19.40,9.96,0.08,18.40,9.22,0.57,26.36,15.68,0.87,23.27,12.21,2.23
2013.21,25.55,15.46,11.43,21.57,12.92,6.75,29.34,18.30,3.80,23.55,14.33,2.26,29.81,18.49,3.65,21.96,13.38,2.45,21.74,14.14,7.35,20.37,12.49,3.12,28.73,19.35,1.66,25.35,15.86,4.19
2013.22,26.55,15.86,1.46,20.75,12.03,0.73,30.03,18.85,1.39,24.43,14.35,0.36,30.81,19.03,1.37,19.09,10.84,1.86,21.50,14.45,1.26,20.57,11.81,0.98,28.47,20.25,1.49,25.25,15.70,1.24
2013.23,29.06,17.41,3.70,19.90,11.59,3.79,28.59,18.05,7.26,23.87,14.57,7.86,30.28,19.67,8.85,22.34,14.05,11.57,21.86,14.66,5.82,21.00,13.04,10.01,31.01,21.13,3.32,25.96,16.53,7.07
2013.24,32.89,19.87,2.37,24.21,14.56,4.54,32.15,20.36,1.79,25.86,16.15,2.82,32.28,20.89,1.67,23.65,15.05,1.93,23.24,15.03,1.27,21.72,13.95,2.43,31.91,22.34,5.85,28.07,18.04,2.87
2013.25,31.63,19.85,2.66,23.93,14.81,2.67,32.01,20.53,1.78,25.48,16.79,1.42,31.94,21.43,4.13,24.79,16.04,4.27,23.21,15.51,3.65,21.70,14.36,4.42,32.04,22.26,6.15,27.99,18.45,3.67
2013.26,33.57,22.20,1.84,25.08,15.98,1.29,33.62,22.62,0.60,26.90,17.72,1.26,33.39,22.07,3.00,25.86,16.87,3.55,23.68,15.78,2.49,22.08,14.52,2.90,32.57,23.26,2.58,29.12,19.45,2.30
2013.27,29.91,17.63,1.06,22.23,13.21,2.73,30.60,18.30,0.49,23.98,14.91,6.86,25.75,16.08,0.72,23.54,14.89,1.98,22.28,13.38,2.20,16.03,10.49,6.26,30.60,21.25,10.33,25.35,15.96,3.82
2013.28,33.24,21.33,0.69,24.60,15.63,1.52,32.34,21.55,2.06,25.50,17.31,3.73,27.28,21.07,3.14,22.86,15.86,8.15,23.38,15.38,5.52,21.04,14.41,5.36,30.34,21.96,12.95,26.79,18.65,5.26
2013.29,32.76,21.32,3.55,24.62,15.70,1.58,32.24,21.27,2.83,25.84,17.24,2.73,32.45,20.85,2.91,23.49,15.77,2.65,22.72,14.85,3.12,21.56,13.75,4.70,30.91,22.03,5.00,27.92,18.50,3.23
2013.30,30.85,20.61,7.31,23.03,15.10,6.74,31.27,20.94,3.21,25.06,17.15,5.48,26.78,18.22,6.45,23.19,15.59,4.00,22.95,15.59,4.58,21.27,14.42,6.39,31.50,22.98,5.30,26.41,18.07,5.54
2013.31,31.47,19.93,0.37,23.75,14.67,0.30,32.70,21.08,0.13,26.09,16.58,0.97,32.60,21.79,0.88,24.24,15.73,1.45,23.77,16.03,1.73,21.97,14.84,4.83,32.73,23.25,4.33,28.30,18.70,1.68
2013.32,33.54,23.04,1.84,24.71,16.62,4.49,35.17,23.51,1.94,27.26,18.14,7.19,35.83,23.84,2.52,25.07,16.53,3.07,25.23,16.77,1.34,22.91,15.26,2.42,33.59,24.10,4.46,29.91,20.23,3.47
2013.33,30.67,19.53,4.18,22.80,14.11,2.80,31.13,19.99,2.24,24.80,16.25,4.22,31.80,21.15,4.28,22.73,15.37,6.55,23.00,15.22,10.40,20.78,14.57,9.33,30.45,22.77,7.83,26.99,18.16,5.61
2013.34,31.79,19.53,0.65,23.89,15.02,1.09,31.95,20.17,1.15,24.42,16.71,1.13,31.61,20.66,1.26,22.37,15.37,3.22,22.27,14.86,1.65,20.49,14.51,2.53,29.88,22.14,10.90,26.97,18.10,3.03
2013.35,33.34,19.31,0.63,25.26,14.35,0.05,33.71,19.61,0.12,26.33,15.40,0.27,33.08,19.77,0.47,23.37,13.51,0.74,23.10,13.75,0.39,21.12,12.70,0.81,31.21,20.77,1.35,28.32,16.98,0.58
2013.36,33.80,19.62,1.62,25.22,14.36,0.98,34.13,20.58,3.00,27.37,16.28,0.37,35.46,21.56,0.41,25.01,14.91,0.46,24.57,15.49,1.24,22.63,14.46,1.99,27.12,18.99,2.70,28.79,17.71,1.29
2013.37,34.39,19.29,0.27,25.64,14.12,1.32,34.78,19.83,0.44,31.33,17.39,0.42,35.19,19.78,1.17,26.55,14.60,1.01,24.50,14.38,2.01,22.46,13.35,1.68,26.87,18.21,0.24,29.48,17.07,0.90
2013.38,31.18,16.28,11.12,23.24,12.22,12.52,32.25,17.67,9.86,25.34,13.32,14.96,33.22,19.15,12.06,25.01,13.57,8.05,23.27,14.46,11.16,17.00,10.36,5.41,25.61,18.54,3.71,26.82,15.57,9.82
2013.39,28.07,14.79,4.33,20.90,11.03,0.99,28.34,15.79,7.09,21.67,12.52,4.08,29.10,16.43,9.59,21.93,12.12,6.25,20.90,12.17,4.31,15.73,9.35,9.41,24.61,16.48,6.06,24.00,13.83,6.05
2013.40,27.76,18.59,3.40,20.65,13.42,2.12,28.28,19.67,4.50,22.10,14.09,1.42,29.44,20.52,1.02,21.88,14.17,1.31,21.04,14.35,1.72,19.65,12.73,0.84,28.75,20.59,0.80,24.99,16.94,1.68
2013.41,25.33,11.46,6.43,18.85,8.36,2.32,25.11,12.85,8.02,20.77,10.48,0.84,26.55,13.53,1.70,20.47,10.56,3.16,18.92,9.75,2.24,17.99,9.89,1.67,26.95,15.65,4.03,22.93,11.81,3.12
2013.42,23.60,12.76,4.19,17.75,9.53,3.49,24.05,13.88,2.22,16.57,9.44,1.67,25.68,14.87,2.23,20.51,11.50,2.74,18.72,11.06,3.00,18.17,10.90,1.30,26.59,17.21,0.85,21.88,12.77,2.29
2013.43,18.69,4.20,0.05,14.08,2.17,0.02,19.79,5.46,0.02,16.11,3.37,0.02,21.86,6.55,0.03,16.44,3.94,0.08,16.05,5.81,0.30,15.12,4.92,0.26,22.69,9.74,1.17,18.45,5.41,0.25
2013.44,21.92,10.19,8.64,16.76,7.60,5.64,22.49,11.39,8.87,18.13,8.86,3.72,23.38,12.55,9.12,18.19,8.88,4.12,17.05,8.61,7.16,16.56,7.60,3.37,24.62,12.96,1.81,20.43,10.24,5.69
2013.45,17.95,4.43,1.72,14.17,3.25,1.83,18.45,6.28,1.81,17.05,4.22,1.18,20.35,6.81,0.64,15.37,3.87,2.60,14.98,5.61,1.12,14.14,4.66,3.58,21.52,8.84,0.74,17.67,5.60,1.54
2013.46,15.10,1.67,0.39,11.77,1.27,0.51,16.13,3.65,0.52,14.31,2.63,1.17,17.87,4.26,0.38,13.74,2.65,2.90,13.64,3.11,0.77,12.98,3.01,2.69,20.45,7.66,1.36,15.66,3.65,1.19
2013.47,19.14,5.55,10.02,13.41,3.84,6.12,19.60,7.28,6.30,15.00,5.34,3.00,20.86,8.82,4.80,15.56,6.38,1.68,15.78,7.49,2.21,14.28,6.25,0.74,21.55,11.46,2.78,17.70,7.30,4.04
2013.48,6.55,-3.72,3.34,5.56,-3.22,3.63,7.09,-2.26,6.27,6.05,-2.26,9.52,8.91,-1.40,15.95,7.97,-1.75,12.25,6.77,-0.76,10.46,7.68,-0.05,7.06,13.53,0.97,6.83,8.24,-1.48,9.20
2013.49,14.95,3.95,7.98,11.18,4.00,8.33,16.43,6.31,6.67,13.67,4.71,3.66,19.42,6.43,1.28,16.04,6.40,1.64,14.99,6.05,1.16,15.13,7.04,1.82,17.47,9.48,3.20,15.91,6.25,3.62
2013.50,4.91,-4.11,6.44,4.46,-2.59,5.77,5.66,-1.87,6.47,5.72,-1.35,9.10,9.63,-0.74,6.76,7.65,-0.73,11.85,7.13,-0.07,9.04,7.99,0.90,8.23,13.46,3.43,1.60,7.97,-0.55,7.04
2013.51,13.87,2.09,0.30,11.09,1.55,1.06,15.36,3.44,0.59,12.74,1.74,0.16,17.62,3.47,0.46,13.40,1.69,0.06,13.01,2.83,0.09,12.08,3.38,0.62,15.53,4.37,0.32,14.26,2.80,0.39
2013.52,11.93,0.72,5.20,8.16,-1.78,4.87,11.29,-0.33,4.58,10.15,-0.26,6.88,14.56,2.00,6.01,9.88,-0.09,5.18,9.38,0.78,4.05,10.20,3.69,6.27,11.17,2.95,14.35,11.07,0.96,6.89
2014.01,6.24,-3.64,1.30,6.37,-2.87,2.40,8.43,-1.32,1.52,7.52,-0.84,2.66,10.74,0.41,3.62,8.42,-0.31,4.40,7.83,0.98,2.27,6.14,1.07,4.28,12.20,2.41,5.87,8.73,-0.24,3.44
2014.02,5.72,-6.97,5.03,5.02,-4.97,4.49,7.96,-4.73,4.98,6.72,-4.49,5.50,11.25,-3.04,3.62,7.83,-4.19,3.39,8.52,-1.98,3.35,8.20,-2.25,3.76,13.62,-1.22,2.98,8.87,-3.60,4.01
2014.03,12.35,-2.38,1.69,9.06,-2.51,1.68,13.60,-1.25,1.39,10.94,-1.39,1.91,15.92,-0.26,1.58,11.17,-1.65,1.77,11.51,-0.46,1.76,10.85,0.12,1.85,16.26,3.55,2.60,12.88,-0.46,1.84
2014.04,7.07,-7.54,0.00,5.92,-5.80,0.00,8.85,-5.01,0.00,7.98,-4.64,0.00,10.22,-2.54,0.04,8.48,-3.96,0.11,8.58,-2.79,0.18,8.35,-2.05,0.32,12.73,-0.66,0.28,9.05,-3.60,0.10
2014.05,7.36,-7.58,0.01,5.93,-5.33,0.00,8.36,-5.26,0.00,6.85,-5.60,0.00,10.52,-3.85,0.18,7.77,-5.34,0.34,7.10,-3.10,1.33,7.67,-3.07,1.58,12.40,-1.93,1.71,8.66,-4.42,0.55
2014.06,5.59,-1.89,14.66,3.45,-1.56,13.03,6.06,-1.32,11.54,8.67,-0.48,10.88,10.36,0.29,9.77,8.57,-0.19,8.67,8.29,0.50,9.42,8.79,0.92,7.19,14.74,4.50,3.58,8.91,0.36,9.45
2014.07,4.64,-4.59,1.26,4.82,-2.57,2.30,5.84,-2.07,2.12,6.48,-0.63,4.39,10.21,-0.01,5.42,8.19,-0.02,7.93,7.63,0.45,10.13,8.52,1.05,10.04,14.01,3.32,7.34,8.45,-0.25,5.70
2014.08,17.12,3.16,2.37,14.17,2.01,2.19,19.44,4.89,2.15,15.16,3.77,6.12,21.79,6.97,3.52,16.70,4.65,4.28,16.13,5.77,7.67,15.27,5.64,9.59,21.20,10.14,5.14,18.00,5.60,4.58
2014.09,11.70,-1.90,1.20,10.50,-1.48,1.26,14.01,0.08,1.44,11.85,0.10,1.99,16.56,3.31,1.33,12.53,1.27,1.29,12.10,2.83,2.87,11.77,2.52,4.46,18.05,6.44,9.91,13.81,1.88,3.06
2014.10,7.97,-2.85,5.20,8.77,-1.82,2.88,10.84,-1.02,4.28,11.36,0.53,3.19,12.70,1.12,3.22,11.23,1.43,2.29,9.58,1.91,3.19,10.21,2.67,3.10,15.24,4.58,2.55,11.40,1.01,3.18
2014.11,16.41,2.08,0.04,13.89,1.84,0.02,18.38,3.70,0.37,16.17,3.60,0.10,20.12,5.50,1.80,16.13,3.43,1.20,14.76,3.82,1.01,14.15,3.77,2.69,20.29,8.08,3.33,17.24,4.36,1.33
2014.12,16.76,1.66,1.88,13.41,1.52,2.07,18.08,3.62,3.24,15.10,3.05,5.32,20.02,5.11,4.08,15.47,3.93,3.93,14.88,4.10,3.03,14.72,4.43,7.04,21.23,7.88,5.10,17.16,4.25,4.06
